,label,review
5869,1,"as a revenge thriller , the movie is serviceable , but it doesn't really deliver the delicious guilty pleasure of the better film versions . "
6503,1,[d]oesn't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . 
3224,0,the material and the production itself are little more than routine . 
1204,0,uzumaki's interesting social parallel and defiant aesthetic seems a prostituted muse . . . 
6270,1,"the powers team has fashioned a comedy with more laughs than many , no question . but this time there's some mold on the gold . "
7114,1,"a fine film , but it would be a lot better if it stuck to betty fisher and left out the other stories . "
4064,0,"god is great , the movie's not . "
6200,1,"the story , like life , refuses to be simple , and the result is a compelling slice of awkward emotions . "
325,0,it's not difficult to spot the culprit early-on in this predictable thriller . 
1166,0,traffics in the kind of prechewed racial clichés that have already been through the corporate stand-up-comedy mill . 
2923,0,a bigger holiday downer than your end-of-year 401 ( k ) statement . 
6524,1,"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion . "
5576,1,provides an intriguing window into the imagination and hermetic analysis of todd solondz . 
7198,1,"decasia is what has happened already to so many silent movies , newsreels and the like . the unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful . "
2008,0,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . "
54,0,"an odd , haphazard , and inconsequential romantic comedy . "
6320,1,"andy garcia enjoys one of his richest roles in years and mick jagger gives his best movie performance since , well , performance . "
273,0,"silly , loud and goofy . "
8510,1,"the movie is our story as much as it is schmidt's , no matter if it's viewed as a self-reflection or cautionary tale . "
7257,1,director david jacobson gives dahmer a consideration that the murderer never game his victims . 
5435,1,"if it's possible for a sequel to outshine the original , then sl2 does just that . "
745,0,"in trying to be daring and original , it comes off as only occasionally satirical and never fresh . "
1043,0,"a frankenstein mishmash that careens from dark satire to cartoonish slapstick , bartleby performs neither one very well . "
3688,0,"elmo touts his drug as being 51 times stronger than coke . if you're looking for a tale of brits behaving badly , watch snatch again . it's 51 times better than this . "
1195,0,"sunshine state surveys the landscape and assesses the issues with a clear passion for sociology . but the cinematography is cloudy , the picture making becalmed . "
9704,1,thoroughly engrossing and ultimately tragic . 
4695,0,the last three narcissists left on earth compete for each others' affections . 
3783,0,"the whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas . "
8397,1,"has far more energy , wit and warmth than should be expected from any movie with a "" 2 "" at the end of its title . "
4645,0,"in the spirit of the season , i assign one bright shining star to roberto benigni's pinocchio -- but i guarantee that no wise men will be following after it . "
3352,0,"a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome . in the wrong hands , i . e . peploe's , it's simply unbearable"
9593,1,"claire is a terrific role for someone like judd , who really ought to be playing villains . "
10576,1,"less cinematically powerful than quietly and deeply moving , which is powerful in itself . "
9351,1,tackles the difficult subject of grief and loss with such life-embracing spirit that the theme doesn't drag an audience down . 
4823,0," sandra bullock and hugh grant make a great team , but this predictable romantic comedy should get a pink slip . "
2212,0,"it's tough , astringent , darkly funny and . . . well , it's also generic , untidy , condescending and mild of impact rather than stunning . "
6908,1,allen's funniest and most likeable movie in years . 
9124,1,it turns out to be smarter and more diabolical than you could have guessed at the beginning . 
7428,1," . . . the tale of her passionate , tumultuous affair with musset unfolds as sand's masculine persona , with its love of life and beauty , takes form . "
1798,0,"i've always dreamed of attending cannes , but after seeing this film , it's not that big a deal . "
8339,1,"halloween : resurrection isn't exactly quality cinema , but it isn't nearly as terrible as it cold have been . "
9117,1,the leanest and meanest of solondz's misanthropic comedies . 
10344,1,a soap-opera quality twist in the last 20 minutes . . . almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination . 
7264,1,"strange , funny , twisted , brilliant and macabre . "
2721,0,"men in black ii has sequel-itis something fierce . an ungainly , comedy-deficient , b-movie rush job . . . "
4838,0,"the film boasts at least a few good ideas and features some decent performances , but the result is disappointing . "
8915,1,"overall , cletis tout is a winning comedy that excites the imagination and tickles the funny bone . "
